Product Name,Price,Ratings,Watchers,Country,Discount,Shipping Price,Condition,Seller Name,Seller Sold Products,Seller Ratings
New Samsung Galaxy Book Go 5G 14” 128GB 8GB RAM Wifi + Cellular Unlocked Laptop,27985,Not available,Not available,Not available,Not available,12868,Open Box,Not available,0,Not available
"Fujitsu Lifebook T939 13.3"" i5-8365U 8GB RAM 256GB SSD W10 Pro 2-in-1 Touch",16900,Not available,Not available,Not available,Not available,6948,Good - Refurbished,Not available,0,Not available
Shop on eBay,2000,Not available,Not available,Not available,Not available,0,Brand New,Not available,0,Not available
Shop on eBay,2000,Not available,Not available,Not available,Not available,0,Brand New,Not available,0,Not available
"14.1"" Ultra Slim Laptop 16GB RAM 2TB SSD Intel N3700 Office Study Gaming",28535,Not available,118 watchers,from Australia,Not available,0,Brand New,muhammadhamza-543,0,0%
SUPER FAST WINDOWS 11 CHEAP LAPTOP INTEL CORE I5 4/8/16GB RAM 1TB HDD SSD WEBCAM,1307228759,Not available,Not available,from United Kingdom,Not available,9291,Good - Refurbished,gadgetsxpress7,4297,99.6%
HP Pro X2 612 G2 Tablet PENTIUM GOLD 4GB RAM 128GB SSD Windows 11 Pro Grade A+,11766,2 product ratings,Not available,from United Kingdom,40% off,7398,Very Good - Refurbished,mobstars,20913,98.8%
Laptop HP Windows 11 CORE i5 GEN 6 - 12TH GEN 32GB RAM 1TB SSD WEBCAM WIFI DELL,2091556213,Not available,Not available,from United Kingdom,76% off,9111,Good - Refurbished,birmingham-av,10145,98.9%
New ListingAcer Nitro 5 AN515-54 15.6 gaming laptop Intel Core i5-8300H 8gb RAM 500GB SSD,16995,Not available,Not available,from United Kingdom,Not available,9516,Pre-Owned,mul_155,647,99.2%
2017 Macbook Air 13 Inch Intel Core i5 8GB Ram 121 GB Storage,6400,Not available,Not available,from United States,Not available,10000,Pre-Owned,rhz5001,12323,99.8%
"Dynabook PORTEGE X30W-J Intel i5 1135G7 2.40GHz 8GB RAM 256GB SSD 13.3"" Win 11 -",18732,Not available,Not available,from Australia,Not available,3290,Pre-Owned,bneacttrader,40279,98.7%
"Dell Latitude Laptop PC Computer 14"" Windows 10 Core i5 8GB RAM 128GB SSD WiFi",15567,Not available,Not available,from United States,11% off,6960,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
Student Spec Kali Linux Ethical Hacking Laptop Fully Configured With All Tools,3267,Not available,Not available,from United Kingdom,Not available,8677,Pre-Owned,stuffandthings4u2buy,769,100%
Microsoft Surface Book Intel i5 8GB RAM - 128GB SSD Keyboard  Win11 - Read desc.,12419,Not available,Not available,from United Kingdom,Not available,3921,Pre-Owned,taketechshop,2806,99.3%
"New ListingDell Inspiron 17-3793 core i7 10th Gen  17.3"" Laptop",157,Not available,Not available,from United Kingdom,Not available,8175,Pre-Owned,mcrboy,306,100%
"Lenovo ThinkPad X1 Carbon 14"" Laptop Core i7 16GB RAM 256GB SSD Windows 11 Pro",30271,Not available,274 watchers,from United States,Not available,8234,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
FAST WINDOWS 10 LAPTOP DUAL CORE 1 YEAR WARRANTY WIRELESS 500GB HDD 4GB RAM,9150,Not available,Not available,from United Kingdom,Not available,7641,Good - Refurbished,inteliqo,13325,99.6%
HP Elite X2 G3 Intel Core i5-8350U 1.70GHz 126GB RAM 256GB SSD Windows 11 Pro,26145,Not available,15 watchers,from United Kingdom,Not available,7895,Excellent - Refurbished,mobstars,20913,98.8%
"Ultra Slim Laptop i7 Intel Core 7500U, 14.1 Inch Windows 11, 16GB RAM , 2TB 2SSD",29500,Not available,30 watchers,from Pakistan,Not available,2200,Brand New,artesin.pk,1,66.7%
"New Lenovo Fast Quad Core, 32GB RAM, 2TB SSD, HD,Windows 11 Pro, Office Pro Plus",3587891365,Not available,Not available,from United Kingdom,Not available,8564,Brand New,laptops_4_u,697,100%
"CHEAP LENOVO LAPTOP i5 4TH GEN 12GB RAM 180GB SSD 14"" 1080P WINDOWS 10",9150,Not available,Not available,from United Kingdom,Not available,7308,Pre-Owned,pcrenewed,1397,99.1%
HP Pavilion 15-p117na Laptop Rather Old but still working,3268,Not available,Not available,from United Kingdom,Not available,9070,Pre-Owned,almora*,518,100%
HP ProBook X360 435 G7 AMD Ryzen 7 Pro 4750U 16GB 256GB WIN 10 Laptop Grade B,26146,Not available,25 watchers,from United Kingdom,Not available,8880,Pre-Owned,refreshed_by_us,25545,99.7%
Hp Elitebook 1040 G8 i7 32GB Ram 512GB SSD Touchscreen X360,63394,Not available,6 watchers,from United Kingdom,Not available,2615,Pre-Owned,a-1supplies,3,100%
"New ListingHP Elite x2 G8 Laptop, 13"" i5-1135G7, 16GB RAM, 256GB SSD WIN 11",35166,Not available,Not available,from United Kingdom,Not available,8539,Pre-Owned,it-shop38,225,100%
Lenovo ThinkPad X1 Yoga Gen 4 i5 8th Gen 16GB 256GB WIN 11 Pro Laptop / Tablet,32683,Not available,Not available,from United Kingdom,Not available,10078,Pre-Owned,refreshed_by_us,25545,99.7%
"Dell Latitude 3590 Laptop 15.6"" Intel Core i5 16GB RAM 256GB SSD Windows 11 Pro",17439,Not available,Not available,from United States,Not available,7855,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
New ListingDell Latitude 5300 2-in-1 Laptop Intel i7 8th Gen 16GB Ram 512 SSD,15500,Not available,Not available,from United States,Not available,8587,Pre-Owned,lidencomputers,314,90%
Microsoft Surface Book 2 Intel i5 8GB RAM - 256GB SSD with Keyboard  Windows11 P,28630,Not available,Not available,from United Kingdom,Not available,3921,Pre-Owned,taketechshop,2806,99.3%
"Microsoft Surface Pro 6 12.3"" Intel i5 8350U 1.70GHz 8GB RAM 256GB SSD Win 11 -",21418,1 product rating,Not available,from Australia,Not available,3290,Pre-Owned,bneacttrader,40279,98.7%
Microsoft Surface Pro 7 6 5 4 Intel Core-i5 processor 256GB 8GB Keyboard Win11P,1817135166,Not available,39+ watchers,from United Kingdom,Not available,3921,Pre-Owned,taketechshop,2806,99.3%
"HP 14"" Laptop Computers  Intel Pentium Silver UP to 32GB RAM, 2TB SSD Win 11 Pro",2259949999,Not available,9+ watchers,from United States,50% off,8108,Brand New,zqzxcd,234,99%
FAST CHEAP INTEL CORE i3/i5 WINDOWS 10 8GB RAM 240GB SSD/500GB HDD WI-FI LAPTOP,1634018955,Not available,Not available,from United Kingdom,Not available,7890,Very Good - Refurbished,green-it-disposal,9203,98.4%
SUPER FAST WINDOWS 11 LAPTOP CORE I5 8GB RAM 500GB HDD SSD FREE GIFT WARRANTY,13595,Not available,Not available,from United Kingdom,Not available,8768,Good - Refurbished,inteliqo,13325,99.6%
SUPER FAST WINDOWS 11 CHEAP LAPTOP INTEL CORE 16GB RAM 1TB SSD WEBCAM WI-FI,1568624837,Not available,Not available,from United Kingdom,80% off,12340,Good - Refurbished,birmingham-av,10145,98.9%
Laptop Windows 11 Pro Cheap Dell Latitude 5400 Core i5 8th Gen 32GB Ram 1TB SSD,2680045625,Not available,Not available,from United Kingdom,Not available,8364,Good - Refurbished,tech.pros,2990,98.6%
"Huawei Matebook 13"" AMD Ryzen 5 3500u 8gb RAM 256gb SSD Laptop 2020 Model",23531,Not available,Not available,from United Kingdom,Not available,9805,Pre-Owned,bolgman,165,100%
"New ListingMicrosoft Surface Pro 7 12.3"" Touch i5 1035G4 8GB RAM 256GB SSD W11 Pro",19608,Not available,Not available,from United Kingdom,Not available,8002,Pre-Owned,sustainabletech4good,4172,98.6%
"Dell Latitude 14"" FHD Core i5 Laptop PC Computer Windows 11 16GB RAM 512GB SSD",20999,10 product ratings,Not available,from United States,Not available,7960,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"Dell Latitude 5320 Intel i7-1185G7 13.3"" FHD Laptop 16GB RAM 512GB SSD Win 11",29937,Not available,7 watchers,from United Kingdom,Not available,9013,Pre-Owned,clinchit,6094,99.7%
Toshiba Portege Z20T 12.5” 2in1 Laptop Touchscreen Tablet Win 11,771312942,Not available,64+ watchers,from United Kingdom,Not available,7440,Pre-Owned,zeeltechnology,369,93.9%
Lenovo ThinkPad T14 Gen1 Ryzen 7 Pro 1.7GHz 32GB 512GB Win11 LIKE NEW JK1,54631,Not available,Not available,from Germany,Not available,0,Pre-Owned,luxnote-hannover,49703,99.5%
"Dell Latitude Laptop PC Computer 14"" Core i3 8GB RAM 256GB SSD Windows 10 WiFi",11129,Not available,Not available,from United States,Not available,7669,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
HP Pro X2 612 G2 i5-7th Gen 8GB RAM 256GB SSD Windows 11 Pro Grade A,24837,Not available,158 watchers,from United Kingdom,Not available,8182,Very Good - Refurbished,mobstars,20913,98.8%
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",59999,Not available,Not available,from United States,32% off,11029,Brand New,antonline,332676,99%
"HP EliteBook 840 G5 Laptop, 14"" i5 8th Gen, 8GB RAM, 256GB SSD, Windows 11",22223,Not available,28 watchers,from United Kingdom,Not available,8092,Pre-Owned,blackmoreit,105195,100%
"HP C640 14"" Chromebook CPU i5 10th gen 8GB / 64GB Enterprise",16864,Not available,9 watchers,from United Kingdom,Not available,7908,Pre-Owned,pronoxtech,667,100%
"Job Lot x 7 Lenovo X240, No SSD, No Chargers, 4GB RAM, Tested, Faults Read Desc.",21570,Not available,25 watchers,from United Kingdom,Not available,8739,Pre-Owned,tekkybitz,30020,99.9%
"Dell Inspiron 7386 Touch, I7-8565U, 16GB RAM, 256GB SSD, Win 11, *READ DESC*",15688,Not available,9 watchers,from United Kingdom,Not available,7534,Pre-Owned,tekkybitz,30020,99.9%
"CHEAP Fujitsu Lifebook 15.6"" Laptop Core i5 8Gb 16GB RAM 500GB 240GB SSD Win10",1045722223,Not available,Not available,from United Kingdom,Not available,8092,Pre-Owned,laptopsonlinedirect,7313,99.6%
"Lenovo ThinkPad T490 14"" i5-8365U @ 1.60GHz 16GB/512GB Win 11 Pro",18999,Not available,Not available,from United States,Not available,9337,Very Good - Refurbished,smgusa,2984,98.9%
Fast Lenovo Thinkpad X1 Carbon 8550U 8th Gen Core i7 256SSD 8GB Windows 11.,32552,Not available,10 watchers,from United Kingdom,Not available,5098,Pre-Owned,digi-tech-1,1555,99.7%
"HP 250 G6 15.6"" Laptop - Intel Core i5 2.50GHz 8GB Ram 256GB SSD Win10 Pro",13724,Not available,5 watchers,from United Kingdom,30% off,7466,Pre-Owned,ukcomputerparts,24110,99.1%
"New ListingHP EliteBook 850 G3 Laptop Intel i7 6600U  15.6"" HD 32GB RAM 1TB SSD Win 11pro",1000,Not available,Not available,from United States,Not available,8587,Parts Only,lisia_altaria,27,100%
Microsoft Surface Laptop 3 13.5 Intel i7 10th gen 16GB 256GB SSD Touchscreen,32683,Not available,7 watchers,from United Kingdom,Not available,8120,Pre-Owned,dm.sen-22,529,100%
"Dell XPS 13 7390 GEN 10 Laptop 13.3"", 8GB/512GB SSD, i5- 10210U, Windows 11 Pro",37258,Not available,Not available,from United Kingdom,Not available,8611,Pre-Owned,gems0701,1922,98.1%
GPD POCKET X7-Z8750 model UMPC portable personal computer SILVER Excellent,25545,Not available,Not available,from Japan,Not available,6500,Pre-Owned,s21801460.00,215,98.1%
"CHEAP Dell Latitude 14"" Touchscreen 8Th Gen Core i7 8Gb RAM 256GB M.2 SSD Win11",22223,Not available,12 watchers,from United Kingdom,Not available,8416,Pre-Owned,laptopsonlinedirect,7313,99.6%
"*AS-IS* HP Elitebook 840 G8 11th Gen 14"" i7-1185G7 3.00GHz 8GB 512GB SSD Win11",10250,Not available,Not available,from United States,Not available,11650,Parts Only,asiselectronic,6550,99.1%
"Lenovo ThinkPad T470s Intel i5 7300U 2.60GHz 8GB RAM 256GB SSD 14"" FHD Win 10 -",14704,Not available,58 watchers,from Australia,Not available,3290,Pre-Owned,bneacttrader,40279,98.7%
"New ListingMicrosoft Surface Book 3 15"" Quad i7 1065G7 32GB 512GB NVMe Windows 10 Laptop",71902,Not available,Not available,from United Kingdom,Not available,9807,Pre-Owned,green-it-sales,3777,100%
"Dell Latitude 7490 Laptop, 14"" Core i5 8th Gen, 8GB RAM, 256GB SSD",22876,Not available,Not available,from United Kingdom,Not available,8116,Pre-Owned,blackmoreit,105195,100%
"BLUE LENOVO T470 FAST LAPTOP CORE i5 16GB RAM 512GB SSD WINDOWS 10/11 14"" HD",2026238564,Not available,7+ watchers,from United Kingdom,Not available,7737,Very Good - Refurbished,pcrenewed,1397,99.1%
"Lenovo ThinkPad 15.6"" Laptop PC Computer Core i5 16GB RAM 256GB SSD Windows 10",16980,Not available,Not available,from United States,Not available,8802,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"Dell 15.6"" NVIDIA Gaming Laptop - Intel Quad Core i7 64GB RAM 4TB SSD Windows 11",4530089600,Not available,Not available,from United States,41% off,9315,Very Good - Refurbished,aaa_pcs,5213,100%
Iseries Laptop Windows 11 Refurbished 32GB RAM / 1TB SSD  14 inches,1307245754,Not available,16+ watchers,from United Kingdom,80% off,12249,Good - Refurbished,birmingham-av,10145,98.9%
"HP X360 G5 2-in-1 Touchscreen Laptop 11.6"" Pentium 8GB RAM 128GB SSD Windows 10",11675,Not available,Not available,from United States,Not available,6845,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
Lenovo IdeaPad 1 15.6  FHD Laptop Intel Core i5-1235U 8GB RAM 256GB SSD Cloud Gr,31999,Not available,Not available,from United States,51% off,9245,Brand New,antonline,332676,99%
Dell Latitude Laptop Light Gaming PC Core i7 16GB RAM 512GB SSD Windows 10 Pro,26552,Not available,Not available,from United States,Not available,8603,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"Lenovo Ideapad 5 2-In-1 Laptop AMD Ryzen 7 8845HS 3.80 GHz 16GB 1TB SSD 14.0"" To",45999,Not available,37 watchers,from United States,23% off,9658,Excellent - Refurbished,newegg,1034110,98.4%
"2024 HP Laptop Computer 14"" HD Quad-Core Intel Pentium Upto 32GB RAM & 1TB SSD",2290038900,Not available,62+ watchers,from United States,Not available,8223,Brand New,hellogoodlife1,12539,98.2%
"Dell Latitude 7400 14"" Laptop PC Intel Quad Core i5 8GB RAM 256GB SSD Windows 11",18499,Not available,Not available,from United States,Not available,7887,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"Dell Latitude Laptop PC 14"" FHD Core i5 11th Gen 16GB RAM 512GB SSD Windows 11",28541,Not available,Not available,from United States,Not available,8183,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
EXCELLENT Dell XPS 15 9500 - 32GB RAM - 1TB SSD - 10th CORE i7 - 9500,85000,Not available,Not available,from United States,53% off,11285,Very Good - Refurbished,alpha_tech_store,3393,98.3%
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Notebook R7-7435HS 16GB RAM 512GB SSD RTX 4050",69999,Not available,Not available,from United States,15% off,10842,Brand New,antonline,332676,99%
"15.6"" FHD Dell Gaming Laptop PC: Intel i7! 16GB RAM! 512 SSD! Nvidia Quadro P600",28999,Not available,Not available,from United States,15% off,9157,Excellent - Refurbished,rinuvo,5849,99.3%
"Dell Laptop Latitude PC Computer 13.3"" LED Core i3 8GB RAM 128GB SSD Windows 10",8834,4 product ratings,Not available,from United States,Not available,6761,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
HP EliteBook 830 G5 13.3” Laptop Computer Core i5 16GB RAM 512GB SSD Windows 11,18700,Not available,Not available,from United States,Not available,7893,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
Dell Latitude 5420 Intel i71185G7 32GB RAM 512GB SSD 14 Inch FHD Win 11 Pro,37490,Not available,Not available,from United States,71% off,9407,Excellent - Refurbished,focuscamera,184389,99.1%
"Dell Inspiron 15 3520 15.6"" 12th Gen Intel® Core™ i7-1255U 1 TB SSD 16 GB DDR4",47999,Not available,Not available,from United States,31% off,10193,Brand New,dell,28492,95.9%
"Dell laptop Latitude 7480 14"" i7 2.60GHz 16GB NEW 512GB SSD Win 11 Pro WIFI Cam",24999,Not available,Not available,from United States,Not available,3325,Excellent - Refurbished,kl0,39521,98.8%
Cheap Gaming Laptop Fast RYZEN 5 16GB RAM 256GB SSD 13.3 FHD Win11 Vega 8 PC,33859,Not available,92 watchers,from United Kingdom,Not available,8495,Very Good - Refurbished,noble_cruncher_shop,1807,99%
"15.6"" Dell Latitude Laptop PC: Intel i7 Quad-Core! 32GB RAM! 1TB SSD! Windows 11",35995,Not available,Not available,from United States,12% off,9839,Good - Refurbished,rinuvo,5849,99.3%
ASUS Vivobook 15 Notebook 15.6  FHD Display AMD Ryzen 7 7730U 16GB RAM 512 GB SS,43999,Not available,Not available,from United States,27% off,8639,Brand New,antonline,332676,99%
CHEAP FAST Top Brand Windows 10/11 Laptop i3/i5 32GB Ram 256GB SSD/ 1TB SSD WIFI,1307243140,Not available,6+ watchers,from United Kingdom,80% off,7939,Good - Refurbished,birmingham-av,10145,98.9%
Touchscreen Lenovo Ideapad Miix 700-12ISK Intel M5 / 4GB / 128GB SSD & Win 10/11,16341,Not available,101+ watchers,from United Kingdom,Not available,6727,Very Good - Refurbished,laptopandpcwarehouse.ni,6674,98.8%
"Dell Chromebook 11.6"" 2-in-1 Touch Laptop Celeron 4GB Ram 32GB SSD Chrome OS",5081,Not available,Not available,from United States,Not available,6651,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"HP Laptop 15.6"" Full HD  Intel - 8GB RAM 256GB SSD - Windows 11 + Ms Office Pro",32552,Not available,25 watchers,from United Kingdom,Not available,8449,New (Other),deviceshopuk-1,273,100%
"Microsoft Surface Pro X 13"" (256GB, 16GB, SQ2 Processor, WiFi)",59999,Not available,6 watchers,from United States,Not available,9111,Brand New,firetotherain,1517,95.6%
"Samsung Galaxy Book4 Laptop Core 5 120U 8GB RAM 256GB SSD 15.6"" FHD Win 11 Home",58827,Not available,Not available,from United Kingdom,44% off,9355,Brand New,laptopoutletdirect,113751,98.7%
"13.3"" Dell Latitude 2-in-1 Laptop: Intel i7!  16GB RAM! 256GB SSD! Windows 11!",28999,Not available,Not available,from United States,15% off,7356,Good - Refurbished,rinuvo,5849,99.3%
CHEAP FAST Laptop DELL Quad Core 2.6GHZ Windows 10 SSD 4K HDMI WIFI WEBCAM,11764,Not available,Not available,from United Kingdom,77% off,7046,Good - Refurbished,birmingham-av,10145,98.9%
"HP Elitebook 840 G3 Laptop Intel Core i5-6300U 16GB 256GB SSD 14"" HD W11P",15499,8 product ratings,Not available,from United States,48% off,7798,Excellent - Refurbished,newegg,1034110,98.4%
"Dell Latitude 3400 14"" Laptop Core i3 16GB RAM 256GB SSD WiFi Windows 11 Pro",16999,Not available,Not available,from United States,Not available,7842,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"HP ProBook 15.6"" Laptop PC: Intel i5! 8GB RAM! 512GB SSD! Windows 10!",17995,Not available,Not available,from United States,22% off,9308,Very Good - Refurbished,rinuvo,5849,99.3%
"Fast Gaming Laptop i7 Quad Up to 4.20GHz 16GB RAM 512GB SSD 14"" FHD Win11 Pro",41043,Not available,Not available,from United Kingdom,Not available,8742,Very Good - Refurbished,noble_cruncher_shop,1807,99%
Dell Latitude 7300 Core i5 8th 8365u 1.6ghz 8gb Mem 250GB SSD 13.3In FHD (4305),16341,Not available,19 watchers,from United Kingdom,Not available,7556,Very Good - Refurbished,laptopstorebrighouse,3355,99.6%
"Dell Latitude 5580 15.6"" Intel i5 i5-7300U 8GB 128GB Windows 10 Pro",13499,Not available,Not available,from United States,Not available,7739,Very Good - Refurbished,juluplus,53507,96.6%
2024 HP Laptop Computer 14 4-Core Intel Processor 16GB RAM Office 365 AI-Copilot,25880,Not available,20+ watchers,from United States,60% off,8104,Brand New,hellogoodlife1,12539,98.2%
"Lenovo ThinkPad T480 14"" FHD i5 8350u 16GB 512gb NVME WIFI CAM WIN 11 PRO laptop",25999,Not available,Not available,from United States,Not available,3355,Excellent - Refurbished,kl0,39521,98.8%
"2023 ASUS Zenbook UM3402YA 14"" 2.8K OLED Touch Laptop Ryzen5 7530U 8GB 256GB W11",37900,1 product rating,Not available,from United States,60% off,9895,Certified - Refurbished,prycedin,66614,98.6%
"HP Spectre x360 16t 16 Touch Laptop PC 16"" i7 16GB 512GB SSD W11 Pen & Case",74953,Not available,Not available,from United States,Not available,11470,Open Box,colocomputer,30543,100%
Lenovo ThinkPad P1 Gen 2 i7 2.6GHz 32GB RAM 1TB SSD - Good Refurbished,35749,Not available,15 watchers,from United States,35% off,8874,Good - Refurbished,smartresale,14938,98.9%
Fast Cheap Gaming Laptop i7 Up To 3.40GHz 32GB RAM 1TB SSD Win11 Computer PC,2319850651,Not available,Not available,from United Kingdom,Not available,8222,Very Good - Refurbished,noble_cruncher_shop,1807,99%
Lenovo IdeaPad Slim 5 16  WUXGA Notebook AMD Ryzen 7 8845HS 16GB LPDDR5X 512GB S,51999,Not available,Not available,from United States,31% off,9354,Brand New,antonline,332676,99%
Lenovo ThinkPad X1 Carbon 14” FHD Laptop Core i7 8GB RAM 256GB SSD Windows 10,25081,Not available,Not available,from United States,Not available,7241,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
"Microsoft Surface Pro Copilot+ 13"" Touch X+ 16GB 256GB Platinum + Pro Keyboard",89999,Not available,Not available,from United States,24% off,10475,Brand New,antonline,332676,99%
"Dell Latitude 5510 Laptop - i5-10310U, 16GB RAM, 256GB SSD - Win11",19999,Not available,Not available,from United States,Not available,7931,Very Good - Refurbished,juluplus,53507,96.6%
"HP 16-xf0033dx 16.1"" FHD Laptop Ryzen 9 7940HS RTX 4070 16GB DDR5 512GB SSD W11H",96500,Not available,Not available,from United States,33% off,15463,Certified - Refurbished,prycedin,66614,98.6%
CHUWI 14.1'' Laptop Computer PC Windows 11 Home PC 2.7GHz 8GB 256GB HD WIFI,14998,Not available,Not available,from United States,Not available,0,Brand New,chuwi2018,2655,99.1%
"Lenovo Thinkpad 14"" FHD Gaming Laptop AMD Ryzen 5 PRO 4.0GHz 32GB RAM 4TB SSD",3849974500,Not available,Not available,from United States,38% off,9019,Very Good - Refurbished,aaa_pcs,5213,100%
"ASUS 15.6"" L510KA-TS01-CB-BL INTELL N4500 4GB RAM 128GB SSD WIN 11",11999,Not available,Not available,from United States,Not available,9131,Open Box,mainly-electronics,98502,98.6%
"Lenovo Thinkpad T570 15.6"" Laptop Core i7 2.80GHz 32gb 512gb SSD WIN 11 pro FHD",34999,Not available,Not available,from United States,Not available,8373,Excellent - Refurbished,kl0,39521,98.8%
LENOVO T431S LAPTOP LAPTOP INTEL CORE I7 2.10GHZ RAM 8GB SSD256GB WIN 10,13028,Not available,90 watchers,from Italy,Not available,0,Very Good - Refurbished,newcamsrl,24890,99.7%
HP 840 G3 I5-6300U 2.40GHZ RAM 8GB SSD 256GB WIN 10P LAPTOP NOTEBOOK,13138,Not available,77 watchers,from Italy,Not available,0,Good - Refurbished,newcamsrl,24890,99.7%
"HP 840 G5 14"" I5 7300U 2.6GHz RAM 16GB SSD 256GB WIN 10P Laptop PC",17517,Not available,66 watchers,from Italy,Not available,0,Good - Refurbished,newcamsrl,24890,99.7%
"Dell Inspiron 15 3535 15.6"" AMD Ryzen 7 7730U 16GB 512GB SSD Touch OB A",30000,Not available,Not available,from United States,Not available,10772,Open Box,swellcells,10920,98.4%
DELL 5410 LAPTOP LAPTOP INTEL CORE I5-10310u SSD512GB RAM 16GB WIN 11 PR,27261,Not available,Not available,from Italy,Not available,0,Good - Refurbished,newcamsrl,24890,99.7%
Lenovo ThinkPad P50 15.6” Laptop PC Core i7 16GB RAM 256GB SSD Windows 10 Pro,25081,Not available,Not available,from United States,Not available,7241,Very Good - Refurbished,discountcomputerdepot,121179,98.4%
CHROMEBOOK 11 G3 LAPTOP LAPTOP LAPTOP INTEL 2.16GHZ RAM 2GB SSD 16GB CHROME OS,6459,Not available,25 watchers,from Italy,Not available,0,Very Good - Refurbished,newcamsrl,24890,99.7%
DELL LATITUDE 3410 INTEL 1.9GHZ 8GB SSD 128GB WIN 11 LAPTOP NOTEBOOK,13685,Not available,30 watchers,from Italy,Not available,0,Good - Refurbished,newcamsrl,24890,99.7%
HP 640 G2 I5-6300U 2.40GHZ RAM 8GB HDD500GB WIN 10 PRO LAPTOP NOTEBOOK,13138,Not available,16 watchers,from Italy,Not available,0,Good - Refurbished,newcamsrl,24890,99.7%
"HP Pavilion 16"" WUXGA Notebook Intel Core Ultra 7 155U 16GB RAM 512GB SSD",56999,Not available,Not available,from United States,37% off,10458,Brand New,antonline,332676,99%
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Notebook R7-7435HS 16GB RAM 512GB SSD RTX 4070",92999,Not available,Not available,from United States,23% off,12002,Brand New,antonline,332676,99%
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Notebook i5-12450HX 12GB DDR5 512GB RTX 2050",53999,Not available,Not available,from United States,23% off,10370,Brand New,antonline,332676,99%
"Acer Nitro V 15.6"" FHD 144Hz Gaming Laptop i5-13420H 16GB RAM 512GB SSD RTX 4050",67999,Not available,Not available,from United States,24% off,10307,Brand New,antonline,332676,99%
"Samsung - Galaxy Book4 15.6"" FHD Laptop - Intel Core 7- 16GB Memory - 512GB SSD",56999,Not available,122 watchers,from United States,Not available,9022,Brand New,josie63060,996,99.1%
"HP 15.6"" FHD Notebook Intel i5-1235U 8GB RAM 512GB SSD Natural Silver",33999,Not available,Not available,from United States,48% off,13619,Brand New,antonline,332676,99%
"HP EliteBook 830 G5 Intel i5 8350U 1.70GHz 8GB RAM 256GB SSD 13.3"" Win 11",21418,2 product ratings,Not available,from Australia,Not available,3290,Very Good - Refurbished,bneacttrader,40279,98.7%
"Microsoft Surface Pro 7 Intel i5 1035G4 1.10GHz 8GB RAM 128GB SSD 12.3"" Win 11 T",26789,Not available,Not available,from Australia,Not available,3290,Very Good - Refurbished,bneacttrader,40279,98.7%
Dell Latitude 5290 2-in-1  i7-8650u 1.9GHz 16GB RAM 512GB SSD WINDOWS 11,19999,Not available,28 watchers,from United States,Not available,8891,Good - Refurbished,mobileshark,110430,99.9%
Dell Latitude 7424 Rugged Extreme 14 TOUCH i5-8350U 1.7G 8GB 256GB SSD WIN 11 P,39999,Not available,Not available,from United States,Not available,8521,Very Good - Refurbished,mobileshark,110430,99.9%
"DELL LATITUDE E5550 Laptop Computer 15"" 1080p Windows 11 i7 16GB 512GB SSD WiFi",20999,Not available,Not available,from United States,Not available,7120,Excellent - Refurbished,acebiz,1942,100%
Acer Nitro V 16  Gaming Laptop 165Hz WUXGA R7-8845HS 16GB RAM 1TB SSD RTX 4060,84999,1 product rating,Not available,from United States,36% off,11766,Brand New,antonline,332676,99%
STUDENT WINDOWS 11 LAPTOP Intel Core i5 4GB /8GB RAM 320GB hdd / 128 /256GB SSD,1555722223,Not available,Not available,from United Kingdom,Not available,7710,Good - Refurbished,think_tech_it,1089,100%
Dell Latitude 5320 13.3 FHD Laptop Intel Core i7 1185G7 32GB 512GB SSD Win11 Pro,32399,Not available,58 watchers,from United States,68% off,10911,Excellent - Refurbished,focuscamera,184389,99.1%
"HP EliteBook 845 G7 Laptop AMD Ryzen 7 Pro 4750U 1.70 GHz 16GB RAM 512GB SSD 14""",26499,Not available,60 watchers,from United States,24% off,8123,Excellent - Refurbished,newegg,1034110,98.4%
"2024 Lenovo IdeaPad Laptop 15.6"" FHD 10-Core Intel i5-1235U To 40GB RAM 2TB SSD",4190059900,Not available,Not available,from United States,Not available,9537,Brand New,hellogoodlife1,12539,98.2%
"2024 ASUS Vivobook 14"" FHD Laptop, 6-Core Intel i3-1215U, Upto 40GB RAM& 2TB SSD",2690049900,Not available,Not available,from United States,Not available,8193,Brand New,hellogoodlife1,12539,98.2%
